video_id,Like,No like,From 1 from 10,From 11 to 100,From 101 to 1K,More than 1K
UQFpa1nkILY,78,43,78,0,0,0
UQMFAcXa1Ac,93,236,79,12,2,0
UQe1kbsJkaE,9,1,9,0,0,0
URK5Bh13xTE,49,328,45,4,0,0
US5PFhDcNK4,13,14,13,0,0,0
UUlTw8loSlc,5,2,5,0,0,0
UUog3IQSIww,337,1243,238,90,9,0
UV4H16KC9LQ,40,139,34,6,0,0
UVUolY1kMhU,123,290,109,14,0,0
UVZoqXAaBJM,246,321,179,61,6,0
UVexOVGRGz4,83,241,80,3,0,0
UVgNJhHJjmk,24,36,21,3,0,0
UW1gZzjOFaw,3,1,3,0,0,0
UWGVWY6qJN0,29,27,28,1,0,0
UWxEW2dCZYk,4,7,4,0,0,0
UWzP55Ibbkg,0,1,0,0,0,0
UXRuT2-fBPM,33,125,33,0,0,0
UX_2a1OjGmI,48,46,44,4,0,0
UYCrEBrtVDs,2,8,2,0,0,0
UYhI-pf0_T4,20,7,20,0,0,0
UYsOfN42zBw,1,7,1,0,0,0
UZWzZMadt-c,323,1277,266,44,13,0
UZ_8gyQvcNk,0,4,0,0,0,0
U_N63V5hNOo,4,0,4,0,0,0
Ua0LE0Yn4F0,75,282,68,7,0,0
UaQ8TgAFGog,31,16,29,2,0,0
UaebJU5SqOM,1,0,1,0,0,0
UatwOw05PMs,0,5,0,0,0,0
Ub-JhAPkAr8,1,0,1,0,0,0
Uc3SPdF5pOE,15,12,15,0,0,0
Uc6J8BT-3Sw,95,240,74,19,2,0
UcEG2YdayKQ,43,178,41,2,0,0
UdL_3DYi-KY,51,60,51,0,0,0
UeBoeQb5Kcw,120,43,115,5,0,0
UetU-DV_OUw,239,92,224,15,0,0
UfmFNZEcYNY,0,1,0,0,0,0
Ug6whN6aiAI,21,111,19,2,0,0
UgGnSbS6cZ8,17,44,16,1,0,0
UhF8kNaqfqA,0,5,0,0,0,0
UinJufNz0I8,31,263,26,5,0,0
UjHq9Bvbxiw,49,10,49,0,0,0
UjRo5yNlyiA,0,1,0,0,0,0
UjTlUihXJJc,0,2,0,0,0,0
Uji3_x1Yu3Y,76,334,65,11,0,0
UkBcBG680ZM,0,1,0,0,0,0
Um1hEvQ2uYE,5,8,5,0,0,0
UnhnborYlaE,0,1,0,0,0,0
UnkThj9e4jg,8,3,8,0,0,0
UoG5Y0CDnvo,12,26,12,0,0,0
UoQqNY55NcI,9,50,8,1,0,0
UpMVpMW8upk,193,51,188,5,0,0
UpcwjQtEfKI,172,548,139,25,7,1
Uq2M80oNtEc,80,86,78,2,0,0
UrexyxHrAhQ,4,7,4,0,0,0
UsK1OJV04wk,11,29,9,2,0,0
UuBLDdawRuM,6,6,6,0,0,0
UuGcsX_SXk8,148,54,148,0,0,0
UuTXv0UXOzc,47,33,47,0,0,0
UuYqAs7LPJs,11,15,11,0,0,0
UuqYEhJRz4o,87,32,83,4,0,0
Uw1xmlySmT0,210,1370,188,21,1,0
Uw8_Dd3MV3A,33,101,31,2,0,0
Uw_xBb46DBU,39,4,39,0,0,0
UwerhaAr5Kw,8,16,8,0,0,0
Ux9LzVNSj1g,49,41,48,1,0,0
UxUBz5DIv0U,1,2,1,0,0,0
UxawdJvfDxM,13,24,12,1,0,0
UyEGJjQfO0o,516,1084,384,113,17,2
UyrTGzlILjM,142,236,127,14,1,0
UzKNqN7rz-8,41,15,38,3,0,0
UzZnJfeHuqE,5,20,5,0,0,0
V-PDo_iUd_w,76,432,72,4,0,0
V16FondWUao,0,6,0,0,0,0
V2fbAo7RP2c,3,10,3,0,0,0
V4clNG5Gz70,12,4,12,0,0,0
V4lOEocDn-s,55,125,52,3,0,0
V4yComyfA6s,28,62,28,0,0,0
V57INWlEQrM,14,8,14,0,0,0
V5972msvhLM,218,1080,187,26,5,0
V6bQyqJN1zs,0,4,0,0,0,0
V7GcFwqZsck,0,3,0,0,0,0
V7iO3oUI26o,13,40,13,0,0,0
V87W2sfe-t8,5,6,5,0,0,0
V8c1JZ-jA1Y,11,6,11,0,0,0
V90kdS9QVDc,7,3,7,0,0,0
VA-sipyzgwg,1,4,1,0,0,0
VA7oVlP0xkw,1,0,1,0,0,0
VAHMGeD4btM,380,1220,254,91,35,0
VAQGwDYAU6Y,2,1,2,0,0,0
VAhp4rdKw1s,0,1,0,0,0,0
VAmRdfti2XA,23,48,23,0,0,0
VCfv5ARmaLI,42,3,42,0,0,0
VD0x2Kh2jaU,18,28,18,0,0,0
VD5bVHIg5hA,2,0,2,0,0,0
VDU5z8dX_Kk,152,1428,124,27,1,0
VE9garQAYFk,42,8,37,5,0,0
VF2oRlZ85Ao,78,329,75,3,0,0
VFL1tlcmBms,144,407,122,22,0,0
VFxyfqX7IRk,141,1119,121,19,1,0
VGB-CSSFrdo,19,65,19,0,0,0
VGTqWPbvWAs,12,5,12,0,0,0
VGfEgqhvfdc,3,10,3,0,0,0
VGlkAu6ELmY,0,1,0,0,0,0
VHfznosDMsc,26,106,25,1,0,0
VHrWhm4SLtw,19,105,17,2,0,0
VIIRmEI2uiQ,591,1009,479,99,10,3
VIWiFh6Ha9w,9,4,9,0,0,0
VJAQVCZWRAY,218,788,177,35,6,0
VJoBEZew0_M,5,1,5,0,0,0
VJywWbvZ-BM,8,0,8,0,0,0
VKA5v2p6ob0,58,22,58,0,0,0
VKoqmtsVm6c,85,108,85,0,0,0
VL52xSUM6Y8,322,1045,283,34,5,0
VLo_WA45l7o,1,7,1,0,0,0
VMhBOERUTiI,2,0,2,0,0,0
VMjjooZO_kQ,0,4,0,0,0,0
VN2_LFRVl1w,24,56,24,0,0,0
VNW6nbyPeq4,3,0,3,0,0,0
VNaL4L2L0Mg,13,68,12,1,0,0
VNiU_VZJ6f4,12,13,12,0,0,0
VNjw-pnckuo,2,18,2,0,0,0
VNwWO65Qrnc,3,2,3,0,0,0
VO-trCbIeZU,0,1,0,0,0,0
VOHXOyeKo_w,55,176,50,4,1,0
VPKZu9te0F4,41,15,39,2,0,0
VPy6-3D7guI,0,3,0,0,0,0
VQKAquCTtXQ,5,1,5,0,0,0
VR-oisMZZ5s,115,459,106,9,0,0
VS-XzUuH5-E,24,16,24,0,0,0
VSbabaTFs8E,189,49,189,0,0,0
VT5pZHI6RvE,12,8,12,0,0,0
VTRq74UQm5w,4,8,4,0,0,0
VTaJUWKLMYg,157,413,122,29,6,0
VThZeH3-7wc,142,366,110,29,3,0
VTmSrx59IEk,3,4,3,0,0,0
VU5VBHTqinY,1,2,1,0,0,0
VUpY3ZX3r_0,7,3,7,0,0,0
VUplNmhJa6Y,555,710,382,163,9,1
VV3rjzmKKQQ,140,306,126,13,1,0
VW1qWX0b5IE,47,53,39,5,3,0
VW7h5arkxuE,42,49,39,3,0,0
VX5PE4aPZak,48,169,44,4,0,0
VXDeK-kEsXk,0,1,0,0,0,0
VXEHATCSgWs,62,359,60,2,0,0
VX_RqwXfipQ,0,2,0,0,0,0
VXgquaaFDR0,66,52,63,3,0,0
VXpES7PDza0,0,1,0,0,0,0
VXqLy-Pc3tY,102,48,100,2,0,0
VXvr2bF0vpw,14,3,14,0,0,0
VXzh3rEPvGw,104,578,94,10,0,0
VYsLPZdDEZA,76,116,76,0,0,0
VYuHwUsL3vk,29,3,29,0,0,0
VZ4ZuBsOL80,43,33,38,5,0,0
VZDHh9HnTtk,42,641,31,10,1,0
VZVSqGEw8q8,22,49,22,0,0,0
VZcuM4YfYH0,30,10,26,4,0,0
V_9D6PEoSgg,3,45,3,0,0,0
V_DcF1HCJfs,0,4,0,0,0,0
V_I259Mi9QY,66,34,51,15,0,0
V_UoJfHA5fc,60,289,51,7,2,0
Va0P-TDJZiw,16,53,16,0,0,0
VaLa7LHDD6A,61,175,58,3,0,0
VasLe-uEV7g,2,8,2,0,0,0
Vb-NvEiZlCk,179,643,143,27,9,0
Vb0IwtHerr4,11,9,11,0,0,0
Vb56dVqGLmI,0,3,0,0,0,0
VboQ1eZL8ps,16,10,16,0,0,0
VbrketsMxmM,0,2,0,0,0,0
Vc7llFIGaDM,3,11,3,0,0,0
VcA323IOZNc,1,0,1,0,0,0
VcUU6R5H8eQ,6,3,6,0,0,0
VcW1s3OcRF8,33,60,27,6,0,0
Vd3v9n7hjC8,14,30,13,1,0,0
Vd7r7cQWGuU,130,428,123,7,0,0
VdElcVTK-_4,31,15,30,1,0,0
VdYxPT7czwk,1,11,1,0,0,0
Vdyx7ozCeCc,0,3,0,0,0,0
Ve6gIW99GZM,45,16,45,0,0,0
VeeAI0v97vE,0,1,0,0,0,0
VfKPhgKr8rs,91,55,83,8,0,0
VfoCgtMMHQE,8,9,7,1,0,0
VfqwgR2BoSQ,168,212,152,15,1,0
Vh0bq8xAlIY,14,6,14,0,0,0
ViO1DMnPgDk,268,62,255,13,0,0
VivuDg_3wEM,46,173,39,7,0,0
Vjh0NR3HXiU,23,48,22,1,0,0
Vk4ujzK_HRA,375,1205,258,87,29,1
Vkvmm9drU6w,74,28,57,17,0,0
VlMdUEEme68,126,415,115,10,1,0
Vlw6ePQ0LD8,5,2,5,0,0,0
VmkONO-PtVo,13,27,11,2,0,0
Vn6PQxCj1vI,6,0,6,0,0,0
VnKUjchzsDw,0,2,0,0,0,0
VoG0WxwZizU,14,14,14,0,0,0
Voc9L5R6frU,371,1209,327,37,7,0
Vor1v6jwb5k,31,18,29,2,0,0
VpnDz6k9Ts8,2,1,2,0,0,0
VqCRLZ6hBzA,8,13,7,1,0,0
Vqrb6YzUEvA,16,15,16,0,0,0
Vr9jaL-Em8M,81,242,77,4,0,0
VrwjASk0OWk,65,191,59,6,0,0
Vs8WjtPVWU4,31,60,30,1,0,0
VsN3j5iUbds,141,65,141,0,0,0
Vt3-xWx0J-Y,82,249,68,13,1,0
VtsDG0UhYiE,110,207,100,10,0,0
VttywOFv4RM,0,4,0,0,0,0
VuRxVvnDuts,74,180,66,7,1,0
VuffLszJxYU,74,160,57,16,1,0
VukY1Bq0Pm4,22,18,17,5,0,0
VvyIzp9iOEc,30,8,30,0,0,0
Vww1T2C_2zY,41,47,36,5,0,0
Vx1kZvlmkmg,5,1,5,0,0,0
VxE8PcFDyp4,0,1,0,0,0,0
VxGsokigc7Q,44,218,39,5,0,0
VxI3UGxt3R4,4,15,4,0,0,0
Vy_wfI2cH8Q,26,34,24,2,0,0
VyuSyEiglHk,7,5,7,0,0,0
VztgySh1Qqg,11,26,11,0,0,0
W-J2va9L3Kk,27,4,27,0,0,0
W-YFarCsO_c,60,29,60,0,0,0
W-_jbn45aP4,0,3,0,0,0,0
W-baTEw057w,119,252,101,17,1,0
W-hrIZNY-xw,91,27,83,8,0,0
W0cZ2DKC9iA,60,427,52,8,0,0
W0kG_fzDT_o,107,232,94,10,3,0
W1AfLdPZjVA,1,0,1,0,0,0
W27ESf00qEM,18,4,18,0,0,0
W2JLI3MOrT8,246,1226,235,9,2,0
W2xpNgWeSOY,20,60,16,4,0,0
W3E8HbBE4jQ,1,6,1,0,0,0
W3s7aVeweBQ,168,68,161,7,0,0
W426ZI3a9SE,0,3,0,0,0,0
W4B1JM5K0l4,96,46,83,13,0,0
W4Dzu4Dvd74,3,7,3,0,0,0
W5Cz73EArbU,0,2,0,0,0,0
W5SFKVRuJcc,372,896,315,57,0,0
W5twfyj9xmw,0,6,0,0,0,0
W6U5p8GXT88,8,1,8,0,0,0
W74iBNYBUSk,44,398,37,7,0,0
W7ICry7Ut4c,31,21,31,0,0,0
W83fMhXjaKU,33,9,33,0,0,0
W8XjWBRjZjQ,1,6,1,0,0,0
W8cxXFDh8XE,61,127,55,5,1,0
W8y3H59cwa0,0,1,0,0,0,0
W91CiG9Kw6U,1,2,1,0,0,0
W9Qsu2NXYBA,5,0,5,0,0,0
W9tsPomNiyM,85,73,59,24,2,0
WAV10qIFWYw,4,0,4,0,0,0
WBH7EbdXzc4,5,4,5,0,0,0
WBQnWhYO5MY,0,3,0,0,0,0
WBSaqglYJCA,28,3,28,0,0,0
WCqbDfccIbg,1,1,1,0,0,0
WCsIWHZcGCo,703,897,566,111,24,2
WD8koiZ4lt8,118,151,112,6,0,0
WDaFD_6O5Hg,72,173,59,13,0,0
WE2yVZgpR5k,34,3,30,4,0,0
WEeO-tM2FFg,3,0,3,0,0,0
WEpR13nEoN8,18,12,18,0,0,0
WF-RF57rTYY,176,669,163,11,2,0
WF4airKwvDM,57,143,47,10,0,0
WF66sKX1AXU,75,93,74,1,0,0
WFJpA515d-Q,0,1,0,0,0,0
WFQO1qNcToc,1,7,1,0,0,0
WFUAcrEyxMQ,5,34,5,0,0,0
WGDgxgChCGo,1,9,1,0,0,0
WGvOviufZcc,0,1,0,0,0,0
WHMoryuD2nI,0,1,0,0,0,0
WHRBJCFLIhY,171,461,148,18,5,0
WHrokOe53Ng,12,12,12,0,0,0
WIbKR70azXk,86,165,82,4,0,0
WIm_tqCNe1Y,173,182,166,7,0,0
WJSUb6W_4so,3,0,3,0,0,0
WK6XooSFLlI,78,251,76,2,0,0
WKgkM6d3JBc,7,0,7,0,0,0
WL4IHkwtuqc,384,1196,256,105,22,1
WLhhY35XPbc,271,59,253,18,0,0
WLsgHdHNd_c,50,356,47,3,0,0
WLxd5IqYzTw,149,688,139,8,2,0
WMKwoktIoxw,196,578,171,20,5,0
WM_IPms8dPA,1,6,1,0,0,0
WMkjSHYV0z8,45,52,43,2,0,0
WMuuSt98k3M,0,1,0,0,0,0
WN2SJ9rEfI0,79,116,73,6,0,0
WNfzTgqe2PE,1,2,1,0,0,0
WNvCBswH9W0,90,201,78,10,2,0
WNzVbIgwXtw,35,5,30,5,0,0
WO7JpCLtXnY,7,4,7,0,0,0
WOtv8ZA3IX8,10,5,10,0,0,0
WPLVZlIA6fY,31,55,28,3,0,0
WQI1FotCtTw,109,186,87,22,0,0
WQKeP-LN9rk,171,662,147,21,3,0
WQmb85SVQY8,5,0,5,0,0,0
WQsQhqKh6us,131,206,114,17,0,0
WRltPkM5tic,514,1066,278,170,60,6
WRwSQQS_mp8,165,43,162,3,0,0
WSNhXJ_T574,21,38,21,0,0,0
WTY4kZm3Z5g,3,0,3,0,0,0
WTmpJHzSQ2c,24,14,24,0,0,0
WTvPMJ-KjAw,2,1,2,0,0,0
WU1L8ZewNWg,4,2,4,0,0,0
WUIFaBT_qPg,103,729,84,19,0,0
WUQbvOirCPA,12,83,11,1,0,0
WUc7Vv2QgFA,20,40,20,0,0,0
WV-t762c0C4,3,4,3,0,0,0
WVCtzRxZjbs,113,386,109,4,0,0
WVJ1t2C_MS8,19,41,19,0,0,0
WVK6trrrL4A,143,524,121,20,2,0
WWPmurtM08Q,105,21,102,3,0,0
WWg7JZhtMYU,32,13,32,0,0,0
WX2_0_A0cRw,0,1,0,0,0,0
WXMxVTSHKhE,34,8,31,3,0,0
WXNjhbuoLIs,84,89,84,0,0,0
WXQZ8axIQsg,0,1,0,0,0,0
WXfxb224y3Y,0,3,0,0,0,0
WXzGZvdRa2w,37,4,29,7,1,0
W_VqO3uuanE,47,17,31,16,0,0
W_d8fGGWob4,8,32,8,0,0,0
W_gGoqRjoDA,8,6,8,0,0,0
Wa7xXrs5ET4,312,1288,264,44,4,0
WaoSGTqOzJU,57,55,57,0,0,0
WbRTovrew_s,11,13,11,0,0,0
WbzSIB9Q2nU,1,1,1,0,0,0
Wcmq-BaFQEU,5,3,5,0,0,0
WdPSFDzk1Po,210,188,191,18,1,0
WeV1cPwel7k,40,8,29,11,0,0
WfcCi69IrtQ,11,9,11,0,0,0
Wghs9yLqEfw,66,60,63,3,0,0
Wh0kX-joFTg,194,249,174,18,2,0
WhMPAR-fVR4,79,177,75,4,0,0
Wi1l8jfkqq4,0,2,0,0,0,0
WiIwhMhzQQA,108,221,105,3,0,0
WiWEDzG_qwA,1,2,1,0,0,0
Wiyf_kXDIVs,1,0,1,0,0,0
Wj7636QM18o,19,32,19,0,0,0
Wj_hzcZ5ZNo,18,54,18,0,0,0
Wjq1J6q2Vqk,1,1,1,0,0,0
WkYSb3zLTWQ,69,11,69,0,0,0
Wkb44AeezVo,1,0,1,0,0,0
WlHbPk4Vkxc,2,6,2,0,0,0
WlIQmXxHcsk,10,10,10,0,0,0
WlM1UoAFm44,1,3,1,0,0,0
WlsdN5cx_u8,26,54,21,4,1,0
WlvTYFyc1XI,63,22,46,15,2,0
Wm-tMlLhbdA,58,338,50,8,0,0
WmyKE7Dr3Kk,4,7,4,0,0,0
Wmz6-bfORnc,9,2,9,0,0,0
WoCdiiQjn8k,24,23,24,0,0,0
WpBBqVDhSNE,115,84,101,13,1,0
WpZrl53EuDA,2,5,2,0,0,0
Wq4NRHIS-Pg,79,147,72,7,0,0
Wqc1dhKznjg,7,16,7,0,0,0
WrASR1NFV7Q,32,44,32,0,0,0
Ws1pbyZZ8WQ,4,5,4,0,0,0
WsFqIk89124,2,6,2,0,0,0
WsTuYA3XrnY,13,15,13,0,0,0
WtefWDz6v_4,5,21,5,0,0,0
Wu1pCHpU-dY,184,753,175,8,1,0
WuEVZw7eORU,3,2,3,0,0,0
Wus_Vp59rPE,53,26,52,1,0,0
Wvm8navZKVQ,488,223,480,7,1,0
WwI9swm7JhU,8,7,8,0,0,0
WwjE9lGri34,8,0,8,0,0,0
WxRLPmmA8GU,1,0,1,0,0,0
WyL3n1ot93o,3,3,3,0,0,0
WzFaGquDfD4,260,1340,213,41,6,0
WzT9P1wsdnI,6,1,6,0,0,0
WzvMvBSngnY,64,10,57,7,0,0
X0XruLSwngk,0,6,0,0,0,0
X1-sVhKfdJw,33,27,21,11,1,0
X1TplSQI_88,473,791,339,103,30,1
X1cqdLl6TXM,15,20,14,1,0,0
X3OMDagTLP8,40,0,33,6,1,0
X3zSrU0HCfg,7,0,7,0,0,0
X4DafVMJY7M,129,130,129,0,0,0
X4FEoFaZnfQ,568,423,534,32,2,0
X4Xn0pn7rDk,71,217,71,0,0,0
X4k4T-3RAsE,38,22,37,1,0,0
X5B80NCMkKY,0,1,0,0,0,0
X5DFEJOy3Io,132,655,116,11,5,0
X5iK1sbUcxM,4,8,4,0,0,0
X6OpzTnsWVw,30,10,29,1,0,0
X6lT0uGOlis,22,18,13,5,4,0
X79tFWLvzPI,0,1,0,0,0,0
X7NJNrWHrKE,139,675,114,22,3,0
X8Xyxum51xo,0,2,0,0,0,0
X97uTwv94BI,84,970,70,12,2,0
X9kN392KVYg,0,1,0,0,0,0
X9kVL2o9yMQ,4,16,4,0,0,0
XAl2C0wa1_I,81,512,77,4,0,0
XAwZxMv1pw8,17,18,17,0,0,0
XC9ROWXs4hk,56,2,56,0,0,0
XCJm3pNzffc,0,3,0,0,0,0
XCVsKv-UXkE,1,12,1,0,0,0
XD8SHLntDYQ,0,1,0,0,0,0
XDBCSV-xjXg,4,10,4,0,0,0
XDJs4gJSVBg,0,2,0,0,0,0
XDKWV2Ll1kc,24,25,24,0,0,0
XEEG5R3v03I,20,0,18,2,0,0
XESK0Jc4aZ0,127,304,111,16,0,0
XEYKT5zHb2U,41,52,40,1,0,0
XEmYn_sGrcU,64,29,63,1,0,0
XEt1y2MiQDg,70,164,67,3,0,0
XG-6BsSvmlE,2,4,2,0,0,0
XGWKozRH174,22,59,21,1,0,0
XG_OO3PJkwA,132,60,126,6,0,0
XGz9xlEb3YM,21,26,21,0,0,0
XHklz3Pvxzw,0,2,0,0,0,0
XHt0hdvNj7A,0,6,0,0,0,0
XImOmXwndcc,5,3,5,0,0,0
XJW4SODoUqE,24,41,21,3,0,0
XJlsxC6hDyg,6,5,6,0,0,0
XKEU9BS8xRU,471,1129,355,99,16,1
XKR4pGct0k0,11,12,11,0,0,0
XKS_YL8MIiA,3,2,3,0,0,0
XK_T8r8hHv8,95,26,91,4,0,0
XKqkIQe_X70,20,120,18,2,0,0
XKvSYBvqP60,1,2,1,0,0,0
XLrs_sgoRkM,5,14,5,0,0,0
XMd3n7BCXII,80,29,79,1,0,0
XMgkRVsfGAE,146,857,119,23,4,0
XOdyMIumaVM,11,47,11,0,0,0
XPXPnJBMixk,5,1,5,0,0,0
XPiE_4oG-6E,0,4,0,0,0,0
XPiFVHz62a0,10,4,10,0,0,0
XPujx2V7dkw,126,728,119,7,0,0
XQUWSz7vQkg,44,116,42,2,0,0
XQb4dzN6iCY,70,432,65,5,0,0
XQlr_F9ji_8,1,4,1,0,0,0
XR8epQcrLz0,18,6,18,0,0,0
XRCLklZT2wM,9,7,9,0,0,0
XRhEez5r8Dg,23,38,21,2,0,0
XS4hhUnFvj8,7,22,6,1,0,0
XSFHeXv7BUE,0,1,0,0,0,0
XT3f1Xo2zRU,1,2,1,0,0,0
XTJoL3QkZzA,0,1,0,0,0,0
XTiTyrWNy78,10,41,10,0,0,0
XTq2CkaVMS0,30,37,29,1,0,0
XU8Gp50gxJU,639,961,470,124,43,2
XUF8-Osu8HM,27,13,20,7,0,0
XUR8AdGj5zE,12,32,11,1,0,0
XUd1M-wz9SI,4,5,4,0,0,0
XUnkMhMzVFg,44,36,43,1,0,0
XUsqp8OrBZU,1,1,1,0,0,0
XVTQPrwrU8s,252,1348,192,53,6,1
XVrCmD1RFvk,451,1149,242,149,59,1
XWUMfh5SIis,0,3,0,0,0,0
XWW48pWfv8Q,11,5,11,0,0,0
XX-JkSpRwRI,65,55,65,0,0,0
XX-dn95GO4E,13,43,11,2,0,0
XX1R7LgmxWc,12,17,12,0,0,0
XYhP_n0GYSU,420,1160,240,139,41,0
XYxtmgGPepE,81,331,65,13,3,0
XZUo5-cPw3w,15,3,15,0,0,0
X_KBSCKLLXU,129,307,114,11,4,0
X_j3FRpTGuQ,105,410,80,24,1,0
XbUnsrZxNKU,74,207,65,7,2,0
Xbod-XVW_Vw,42,297,39,2,1,0
Xcee-dX6ZxE,7,3,7,0,0,0
XciM9mFYG14,8,1,8,0,0,0
XdB3uLjTS0Q,28,34,28,0,0,0
XdPzyNCt-8A,0,1,0,0,0,0
XdbjuI86zhM,392,1188,331,48,13,0
XdjJWdkFxyc,21,5,21,0,0,0
XdjfEShkVc8,0,1,0,0,0,0
XeRY7_ZlSHE,18,3,18,0,0,0
XeRtApmjxcI,111,218,96,14,1,0
XeTbKnqhSzY,29,26,28,1,0,0
XeYf6uwYKRA,9,46,9,0,0,0
Xefq7Vc3i0k,3,28,3,0,0,0
XemKav9f_O0,37,54,37,0,0,0
XfG13Y7WA6g,2,3,2,0,0,0
XfG6H8l479c,152,52,139,13,0,0
XfJ1CteQxV0,21,76,21,0,0,0
XfXyhHrGEDk,31,5,29,2,0,0
XfgyAs1Q8KQ,52,11,50,2,0,0
XgJSNDEh4fI,0,1,0,0,0,0
XhtrVOA3PnQ,49,39,49,0,0,0
XiKeyGozBrQ,59,20,58,1,0,0
XiwzcohBiKU,30,32,30,0,0,0
Xj-rNvI4lp4,130,104,122,8,0,0
XjFhGJfRyRs,4,1,4,0,0,0
XjPyzLC4Ink,7,15,7,0,0,0
XjSTZxfarUY,33,37,31,2,0,0
XjZsjXjr6q4,2,3,2,0,0,0
XjxE5T1hY50,0,1,0,0,0,0
XkNV-wuLOSM,3,2,3,0,0,0
XlEbs69wXOQ,77,53,62,15,0,0
XlXH3ybs0o8,72,104,68,4,0,0
XlZwlnwavfY,8,2,8,0,0,0
XmFcipzOc74,1,4,1,0,0,0
XnaAJTbpe_g,43,17,39,4,0,0
Xnc6Nqhjz3Q,169,678,137,29,3,0
XnkdzYmrF8k,72,19,70,2,0,0
Xnqd6ki11Mk,104,76,102,2,0,0
XovfEI19ygo,36,29,36,0,0,0
Xpr8IGH4bQw,58,134,57,1,0,0
XpzGUctR1CU,0,1,0,0,0,0
Xq1sUSZeK7c,128,433,121,7,0,0
XqCslOe0of8,21,39,19,2,0,0
XqHSKeqVfWo,1,4,1,0,0,0
XrhZ7VDlp7Y,13,45,13,0,0,0
Xs-3BqOR91c,14,96,14,0,0,0
XsexjHq9XOo,13,41,13,0,0,0
XsfnAVxm_4Q,137,336,125,10,2,0
XtRriDndYF4,145,221,128,16,1,0
XtguzeFw1-w,475,1125,199,180,92,4
XtuTmg5uojo,73,414,67,6,0,0
XuMUMk0ZkDM,4,11,4,0,0,0
Xw8Bn_Su_jQ,21,166,18,3,0,0
XwOLymyoZzk,4,1,4,0,0,0
XwY9ysGXkI4,202,1129,178,19,5,0
Xwe4y4kK3xg,41,19,37,4,0,0
XwneUItK6mo,43,49,35,8,0,0
XxemIOreir0,0,1,0,0,0,0
XyEoD-15x3g,25,12,25,0,0,0
XzEwA_6cJDY,0,1,0,0,0,0
Y-Lt-3991Gk,1,3,1,0,0,0
Y0Z-MxGGiDc,589,1011,385,160,41,3
Y16gQIegaFg,304,562,277,22,5,0
Y1k6YOepgQA,6,4,6,0,0,0
Y2jCLVFJBKg,75,345,69,6,0,0
Y2tvx1O2Agw,15,45,13,2,0,0
Y3QLTg-lcJw,1,7,1,0,0,0
Y3r5ekno3XM,37,20,35,2,0,0
Y43w7pjZBGI,21,81,21,0,0,0
Y4ds2Bu9VVY,2,4,2,0,0,0
Y50XN0EsAhs,36,29,28,8,0,0
Y5My2GFT1mU,10,3,10,0,0,0
Y6EbzWjqDkI,198,1402,122,54,21,1
Y6LUfaOqNQI,9,4,9,0,0,0
Y6PdYj1E-8Q,4,10,4,0,0,0
Y6xejFaC63E,86,327,68,15,3,0
Y7-qzgdclPY,44,56,44,0,0,0
Y8lBuAcui8k,31,109,29,2,0,0
Y9DaqXZsLCs,0,1,0,0,0,0
Y9JcI7JskZM,253,74,247,6,0,0
Y9ohp3XLY84,0,3,0,0,0,0
YA9Bb7KOghY,23,47,23,0,0,0
YAMdZIco8lc,125,160,117,8,0,0
YAeKwhfFl9k,10,42,10,0,0,0
YBdwWOqNcD4,3,4,3,0,0,0
YBlKxKaogLk,0,1,0,0,0,0
YBsSZXq2WMk,73,491,60,12,1,0
YC9B1A7W2h4,16,14,16,0,0,0
YCQOMZey9dM,249,1102,216,26,7,0
YCWTnxhSbzY,21,20,19,2,0,0
YCepav8SgV4,32,94,28,4,0,0
YECdg9WB77U,75,334,70,5,0,0
YFrzqhzG_Qc,500,1080,376,102,22,0
YGCF6IERBOY,5,18,5,0,0,0
YGOTzTFA5ws,14,12,14,0,0,0
YGQWVzJgE-k,0,3,0,0,0,0
YGlT49I2okQ,163,252,157,6,0,0
YGsjcOcP9sk,61,36,59,2,0,0
YGyonTHKvXo,0,2,0,0,0,0
YHOwEeUdIUw,101,115,98,3,0,0
YIRiqbEYsdw,0,1,0,0,0,0
YIrhSwFNWcM,387,613,248,98,39,2
YK9DoByZ4SQ,266,1334,218,39,6,3
YKKLkhAgqnQ,4,6,4,0,0,0
YKPn7fxz3oQ,93,86,91,2,0,0
YKYWc6Vf-eY,34,11,32,2,0,0
YKgQT4oZIc8,12,20,12,0,0,0
YKv20npdxS4,64,288,60,4,0,0
YL5Q-GM7MWM,2,11,2,0,0,0
YLB7bWv3Xjg,25,75,21,4,0,0
YLg7p-1QxYc,49,19,34,15,0,0
YMBHrb21CxI,152,283,127,23,2,0
YMD72sHN14k,0,3,0,0,0,0
YME7AZhnkm8,0,3,0,0,0,0
YMLB1rEPwMw,135,891,125,8,2,0
YMrdzTLQTpI,0,2,0,0,0,0
YN-b9lPWRWE,31,19,29,2,0,0
YN5lA7Pe4Mc,1,7,1,0,0,0
YNgzaCp8uJs,50,184,42,8,0,0
YOGNjnaIAqA,11,16,11,0,0,0
YOQnTZ0dT1k,0,1,0,0,0,0
YP98X-ntTA4,1,3,1,0,0,0
YPXLAqRXGuo,0,2,0,0,0,0
YRExFyspS6c,26,17,26,0,0,0
YRSctp63n3o,355,459,302,51,2,0
YRT_S6LQqAo,47,2,46,1,0,0
YRvIkY6LpAc,6,8,6,0,0,0
YS2lnPG4BzA,38,206,33,5,0,0
YSDvEOubWMs,68,63,66,2,0,0
